SNo,Date,Country,RegionCode,RegionName,Latitude,Longitude,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases,TestsPerformed
1359,2020-04-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,96,18,114,658,772,2,404,109,1285,20053
1360,2020-04-28T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,428,34,462,1681,2143,35,745,232,3120,68729
1361,2020-04-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,619,144,763,5133,5896,52,2524,811,9231,103891
1362,2020-04-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,80,17,97,178,275,9,1039,65,1379,23263
1363,2020-04-28T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,81,5,86,123,209,8,775,135,1119,5069
1364,2020-04-28T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1067,120,1187,7414,8601,129,7699,1408,17708,196864
1365,2020-04-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,309,19,328,1648,1976,24,632,315,2923,27703
1366,2020-04-29T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,51,4,55,139,194,0,147,25,366,11331
1367,2020-04-29T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,107,6,113,640,753,5,263,86,1102,32961
1368,2020-04-29T17:00:00,ITA,15,Campania,40.83956555,14.25084984,518,31,549,2233,2782,30,1269,359,4410,43449
1369,2020-04-29T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2527,226,2753,9109,11862,263,9803,3512,25177,118881
1370,2020-04-29T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,134,12,146,1081,1227,15,1498,285,3010,42902
1371,2020-04-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1445,130,1575,2960,4535,78,1579,431,6545,103435
1372,2020-04-29T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,697,70,767,2809,3576,117,3161,1152,7889,30669
1373,2020-04-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7120,634,7754,28368,36122,786,25333,13679,75134,223952
1374,2020-04-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,640,52,692,2655,3347,35,1964,899,6210,37877
1375,2020-04-29T17:00:00,ITA,14,Molise,41.55774754,14.65916051,17,1,18,175,193,0,83,21,297,5857
1376,2020-04-29T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,119,14,133,712,845,9,1388,274,2507,18844
1377,2020-04-29T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,165,22,187,1276,1463,44,2190,416,4069,20944
1378,2020-04-29T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2637,202,2839,12682,15521,411,7337,3003,25861,106179
1379,2020-04-29T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,449,47,496,2431,2927,49,692,410,4029,59801
1380,2020-04-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,87,17,104,657,761,5,413,116,1290,21071
1381,2020-04-29T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,415,34,449,1696,2145,20,763,232,3140,71301
1382,2020-04-29T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,576,139,715,4948,5663,61,2802,827,9292,106150
1383,2020-04-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,77,16,93,168,261,12,1064,66,1391,24079
1384,2020-04-29T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,78,5,83,52,135,5,852,137,1124,5337
1385,2020-04-29T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1042,114,1156,7213,8369,117,8019,1437,17825,200737
1386,2020-04-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,306,16,322,1593,1915,7,695,320,2930,28351
1387,2020-04-30T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,49,4,53,139,192,1,150,25,367,12774
1388,2020-04-30T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,105,6,111,629,740,6,282,86,1108,33950
1389,2020-04-30T17:00:00,ITA,15,Campania,40.83956555,14.25084984,484,29,513,2260,2773,13,1291,359,4423,44233
1390,2020-04-30T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2146,206,2352,7211,9563,259,12322,3551,25436,122430
1391,2020-04-30T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,109,11,120,1050,1170,15,1566,289,3025,43691
1392,2020-04-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1417,115,1532,2936,4468,71,1707,441,6616,107497
1393,2020-04-30T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,676,69,745,2806,3551,104,3275,1167,7993,31520
1394,2020-04-30T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6834,605,7439,28772,36211,598,25749,13772,75732,229880
